,city_id,city_name,hotel id,hotel name,hotel url,latitude,longitude,score,description
216,32,Biarritz,216," Appartement Biarritz, 1 pièce, 3 personnes - FR-1-3-483 ",https://www.booking.com/hotel/fr/apartment-studio-3-personnes-studio-bellevue-plage-vue-exceptionnelle-et-situati.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=118&hpos=18&no_rooms=1&sr_order=popularity&srepoch=1605037472&srpvid=c2558acf6b200002&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.483658,-1.562265,8.3," Situé à 300 mètres du Bellevue et de l'hôtel de ville de Biarritz, l'Appartement Biarritz, 1 pièce, 3 personnes - FR-1-3-483 propose un hébergement avec une cuisine, à Biarritz. "
217,32,Biarritz,217, Châlet Les Marguerites ,https://www.booking.com/hotel/fr/chalet-les-marguerites.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=119&hpos=19&no_rooms=1&sr_order=popularity&srepoch=1605037472&srpvid=c2558acf6b200002&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4759221230691,-1.56025341163945,9.2," Offrant une vue sur la mer et une connexion Wi-Fi gratuite, le Châlet Les Marguerites vous propose des hébergements à Biarritz, à 2,8 km de la plage du Pavillon Royal et à 1,5 km du rocher de la... "
218,32,Biarritz,218, T3 cosy avec Balcon proche du centre Biarritz ,https://www.booking.com/hotel/fr/t3-avec-balcon-proche-du-centre-de-biarritz.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=120&hpos=20&no_rooms=1&sr_order=popularity&srepoch=1605037472&srpvid=c2558acf6b200002&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.48282498455,-1.546424669312,9.7," Boasting city views, T3 cosy avec Balcon proche du centre Biarritz offers accommodation with a balcony and a coffee machine, around 1.7 km from Plage Port Vieux. "
219,32,Biarritz,219, BELIZE ,https://www.booking.com/hotel/fr/belize.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=121&hpos=21&no_rooms=1&sr_order=popularity&srepoch=1605037472&srpvid=c2558acf6b200002&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.475339857606,-1.5602895576721,8.3," Doté d'une connexion Wi-Fi et d'un parking privé gratuits, le BELIZE est situé à Biarritz, à seulement 1,6 km du rocher de la Vierge. "
220,32,Biarritz,220, Bellevue 766 Biarritz ,https://www.booking.com/hotel/fr/apt-766-biarritz.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=122&hpos=22&no_rooms=1&sr_order=popularity&srepoch=1605037472&srpvid=c2558acf6b200002&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.48262852233,-1.560908947885,9.2," Situé sur le front de mer, à Biarritz, à seulement 100 mètres de la Grande Plage, le Bellevue 766 Biarritz dispose d’un casino et d’une connexion Wi-Fi gratuite. "
221,32,Biarritz,221, La Maison de la Côte ,https://www.booking.com/hotel/fr/la-maison-de-la-cote.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=123&hpos=23&no_rooms=1&sr_order=popularity&srepoch=1605037472&srpvid=c2558acf6b200002&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.490526,-1.55085,9.4," La Maison de la Côte propose des hébergements climatisés dotés d’un sauna à Biarritz, près de la plage de Miramar, de la plage VVF et de la Grande Plage. "
222,32,Biarritz,222, ClubLord - Charming duplex with a park view ,https://www.booking.com/hotel/fr/charming-duplex-with-a-park-view.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=124&hpos=24&no_rooms=1&sr_order=popularity&srepoch=1605037472&srpvid=c2558acf6b200002&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.480225,-1.55950519999999,8.5," Situé dans le centre-ville de Biarritz, à proximité du rocher de la Vierge, le ClubLord - Charming duplex with a park view dispose d'une connexion Wi-Fi gratuite et d'un lave-linge. "
223,32,Biarritz,223, CLUBLORD- MIRAFLORES ,https://www.booking.com/hotel/fr/clublord-miraflores.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=125&hpos=25&no_rooms=1&sr_order=popularity&srepoch=1605037472&srpvid=c2558acf6b200002&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4856771,-1.543904,8.5," Doté d’un balcon, d’une piscine extérieure ouverte en saison et d’un parking privé gratuit, le CLUBLORD- MIRAFLORES est installé à Biarritz, à environ 1 km des plages du VVF et du Miramar ainsi qu’à... "
224,32,Biarritz,224, APPT D'EXCEPTION - REGINA MER ET GOLF ,https://www.booking.com/hotel/fr/appt-d-39-exception-regina-mer-et-golf.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=126&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4905079,-1.5513142,8.9," L'APPT D'EXCEPTION - REGINA MER ET GOLF est situé à Biarritz, en front de mer, à 250 mètres de la plage Miramar et à 400 mètres de la plage VVF. Il propose la climatisation, un restaurant et un bar. "
225,32,Biarritz,225," L'océan à perte de vue, la grande plage à vos pieds ",https://www.booking.com/hotel/fr/l-39-ocean-a-perte-de-vue-la-grande-plage-a-vos-pieds.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=127&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4845717,-1.5575612,8.3," L'océan à perte de vue, la grande plage à vos pieds offers accommodation in Biarritz, 1.1 km from Rock of the Blessed Virgin and 90 metres from Biarritz Tourist Office. "
226,32,Biarritz,226," Appartement Biarritz, 3 pièces, 5 personnes - FR-1-248-10 ",https://www.booking.com/hotel/fr/apartment-oceanic.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=128&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.483151,-1.558626,8.3," Situé dans le centre-ville de Biarritz, l'Apartment Oceanic se trouve à 700 mètres de la plage du Port Vieux, à 1,1 km du rocher de la Vierge et à quelques pas de l'hôtel de ville. "
227,32,Biarritz,227, Studio Victoria Surf ,https://www.booking.com/hotel/fr/studio-victoria-surf-biarritz1.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=129&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.485009,-1.55683,7.7," Situé à Biarritz, en Aquitaine, le Studio Victoria Surf est doté d'un balcon et d’une cuisine entièrement équipée. L'appartement dispose d’une télévision. "
228,32,Biarritz,228," Appartement Biarritz, 3 pièces, 4 personnes - FR-1-248-54 ",https://www.booking.com/hotel/fr/apartment-biharri.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=130&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.481353,-1.560151,8.3," L'Apartment Biharri est situé dans le centre-ville de Biarritz, à moins de 1 km du rocher de la Vierge, à 4 minutes à pied de la gare du Midi et à 500 mètres de l'hôtel de ville. "
229,32,Biarritz,229, Ixelles ,https://www.booking.com/hotel/fr/ixelles.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=131&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4836116,-1.5579443,8.3," Ixelles offers accommodation in Biarritz, 1.8 km from Rock of the Blessed Virgin. The property is a few steps from Biarritz Tourist Office and 600 metres from Biarritz Media Centre. "
230,32,Biarritz,230," Appartement Biarritz, 1 pièce, 2 personnes - FR-1-3-383 ",https://www.booking.com/hotel/fr/apartment-bellevue-2-biarritz.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=132&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4829753,-1.5607825,7.9," Appartement Bellevue Le 2 - Biarritz est situé dans le centre-ville de Biarritz, à 700 mètres du rocher de la Vierge, à 1,1 km de la Villa Belza et à 1,7 km de l'école de surf de Biarritz. "
231,32,Biarritz,231, YOUCCA Apartment ALTAYA with balconies and sea view in Biarritz ,https://www.booking.com/hotel/fr/youcca-apartment-altaya-with-balconies-and-sea-view-in-biarritz.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=133&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4844966,-1.5664882,8.3," Le YOUCCA // Apartment ALTAYA with balconies and sea view in Biarritz est situé à Biarritz, à seulement 200 mètres de la plage du Port Vieux et à 500 mètres du rocher de la Vierge. "
232,32,Biarritz,232, Cosy flat in a luxury residence in Biarritz 100m to the beach - Welkeys ,https://www.booking.com/hotel/fr/cosy-flat-in-a-luxury-residence-in-biarritz-100m-to-the-beach-welkeys.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=134&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4853869,-1.55566750000003,7.4," Le Cosy flat in a luxury residence in Biarritz, 100m to the beach - Welkeys est situé à Biarritz, à moins de 1 km de la plage du Port Vieux, à 300 mètres du Bellevue et à moins de 1 km de la Gare du... "
233,32,Biarritz,233, CHARMANT APPARTEMENT AU COEUR DE ST CHARLES ,https://www.booking.com/hotel/fr/charmant-appartement-au-coeur-de-st-charles.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=135&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4866417,-1.5481422,7.5," Situé à Biarritz, à seulement 2,2 km du rocher de la Vierge, le CHARMANT APPARTEMENT AU COEUR DE ST CHARLES propose un hébergement en bord de mer avec connexion Wi-Fi gratuite. "
234,32,Biarritz,234, villa bakia ,https://www.booking.com/hotel/fr/villa-bakia.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=136&hpos=11&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4849433,-1.55008339999995,8.2," La villa bakia propose un hébergement doté d’une télévision à écran plat et d’une connexion Wi-Fi gratuite à Biarritz, à 1,7 km du rocher de la Vierge et à 2,5 km de la plage des Corsaires. "
235,32,Biarritz,235, Duplex à 150 m de la plage ,https://www.booking.com/hotel/fr/duplex-a-150-m-de-la-plage.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=137&hpos=12&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4650483,-1.5706389,7.7," Installé à Biarritz, à seulement 2,1 km du rocher de la Vierge, le Duplex à 150 m de la plage est un hébergement en bord de mer avec une piscine extérieure privée ouverte en saison, une terrasse et... "
236,32,Biarritz,236," Appartement Biarritz, 3 pièces, 4 personnes - FR-1-3-502 ",https://www.booking.com/hotel/fr/apartment-4-personnes-le-charleston-appartement-moderne-avec-balcon-et-parking-5.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=138&hpos=13&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.486015,-1.539696,8.3," L’APARTMENT 4 personnes Le Charleston : Appartement moderne avec balcon et parking - 5min des plages et du centre-1 propose un hébergement doté d’une cuisine à Biarritz, à 1,3 km de la médiathèque,... "
237,32,Biarritz,237, Maison Britannia au cœur de Biarritz ,https://www.booking.com/hotel/fr/maison-britannia-au-coeur-de-biarritz.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=139&hpos=14&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.485071578871,-1.550048945369,8.3," La Maison Britannia au cœur de Biarritz vous propose un hébergement avec connexion Wi-Fi gratuite à Biarritz, à 1,7 km du rocher de la Bienheureuse Vierge, à 500 mètres du centre médiatique de... "
238,32,Biarritz,238, PARK VIEW ,https://www.booking.com/hotel/fr/park-view.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=140&hpos=15&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4802504,-1.5596352,8.3," Attractively located in the centre of Biarritz, PARK VIEW offers a terrace. The property is 1.2 km from Rock of the Blessed Virgin and 200 metres from Midi Train Station. "
239,32,Biarritz,239, VILLA MARGA ,https://www.booking.com/hotel/fr/villa-marga.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=141&hpos=16&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4823427,-1.5543166,9.7," La VILLA MARGA est un hébergement situé à Biarritz, à 1,3 km du rocher de la Vierge et à 80 mètres de la médiathèque. Sur place, vous bénéficierez d’une connexion Wi-Fi gratuite. "
240,32,Biarritz,240, Villa luxueuse avec piscine sur les hauts de Biarritz ,https://www.booking.com/hotel/fr/9-allee-les-jardins-de-valencia.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=142&hpos=17&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4550897,-1.5497139,9.3," Dotée d’un jardin, d’une piscine extérieure ouverte en saison ainsi que d’une cuisine et d’un salon communs, la Villa luxueuse avec piscine sur les hauts de Biarritz propose un hébergement avec une... "
241,32,Biarritz,241, Maison Basque Biarritz ,https://www.booking.com/hotel/fr/appartement-meuble-biarritz.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=143&hpos=18&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4838177203372,-1.55841782834614,8.7," Offrant une vue sur la mer, la Maison Basque Biarritz est un hébergement avec balcon situé à environ 3 km de la plage des Corsaires. "
242,32,Biarritz,242," Appartement Biarritz, 4 pièces, 6 personnes - FR-1-499-14 ",https://www.booking.com/hotel/fr/appartement-biarritz-4-pieces-6-personnes-fr-1-499-14.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=144&hpos=19&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4711437,-1.5527266,8.3," Appartement Biarritz, 4 pièces, 6 personnes - FR-1-499-14 is situated in Biarritz, less than 1 km from Midi Train Station, 1.2 km from Biarritz Media Centre, as well as 1.3 km from Biarritz French... "
243,32,Biarritz,243, 1br w garage in typical Basque house near Port Vieux Biarritz Welkeys ,https://www.booking.com/hotel/fr/1br-w-garden-in-typical-basque-house-near-port-vieux-biarritz-welkeys.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=145&hpos=20&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.4816545,-1.5634538,8.3," Installé à Biarritz, à proximité d’un casino et à 300 mètres de la plage du Port-Vieux, le 1br w garage in typical Basque house near Port Vieux Biarritz - Welkeys offre une vue sur la mer et propose... "
244,32,Biarritz,244, COUP DE COEUR - T3 AU COEUR DE BIARRITZ ,https://www.booking.com/hotel/fr/coup-de-coeur-t3-au-coeur-de-biarritz.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAUjYAQHoAQH4AQKIAgGoAgO4Apjbq_0FwAIB0gIkY2ZjZWI2OGQtNTU4ZS00ODUwLThhN2ItYzVkNTJlNjk1MmM52AIF4AIB&sid=30cc6cd4a785cee2aebdaef4321fc359&dest_id=-1412526&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=146&hpos=21&no_rooms=1&sr_order=popularity&srepoch=1605037473&srpvid=0bc08ad0851301a2&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,43.48238,-1.560728,9.0," Situé à Biarritz, à seulement 100 mètres de la Grande Plage, le COUP DE COEUR - T3 AU COEUR DE BIARRITZ propose un hébergement en bord de mer avec un casino, une terrasse et une connexion Wi-Fi... "
